Course_Name,rating,topics covered,Designed for,Certification Type,Duration
Everyday Parenting: The ABCs of Child Rearing,4.9,[],Beginner , Course , 1 - 4 Weeks
RobÃ³tica,4.5,[],Mixed , Course , 1 - 3 Months
Introduction to Google SEO,4.6,"[' Critical Thinking, Digital Marketing, Marketing, Search Engine Optimization, Social Media, User Experience, User Research, Web Development Tools, Algorithms, Customer Analysis, Strategy']",Beginner , Course , 1 - 4 Weeks
Blockchain Revolution in Financial Services,4.7,"[' BlockChain, Finance, Cryptography, FinTech, Business Transformation, Innovation, Distributed Computing Architecture, Payments, Leadership and Management, System Security, Network Security, Accounting, Banking, Business Process Management, Financial Accounting, Financial Management, Organizational Development, Problem Solving, Security Strategy']",Beginner , Specialization , 3 - 6 Months
Artificial Intelligence: Ethics & Societal Challenges,4.6,[],Beginner , Course , 1 - 4 Weeks
Business and Marketing Strategies,4.4,"[' Leadership and Management, Strategy, Strategy and Operations, Market Analysis, Marketing, Marketing Management, Market Research, Operations Management']",Beginner , Specialization , 3 - 6 Months
Understanding child development: from synapse to society,4.6,[],Beginner , Course , 1 - 3 Months
Learn English: Intermediate Grammar,4.8,"[' Writing, Communication']",Intermediate , Specialization , 3 - 6 Months
Foundations of Sensory Science,4.6,[],Beginner , Specialization , 3 - 6 Months
Microsoft Azure AI Fundamentals AI-900 Exam Prep,4.6,"[' Machine Learning, Microsoft Azure, Machine Learning Software, Applied Machine Learning, Human Learning, Machine Learning Algorithms, Natural Language Processing, Computer Vision, Algorithms, Training, Cloud Computing, Human Computer Interaction, Regression']",Beginner , Specialization , 3 - 6 Months
Write Your First Novel,4.3,[' Storytelling'],Beginner , Course , 3 - 6 Months
Astronomy: Exploring Time and Space,4.8,[],Beginner , Course , 1 - 3 Months
Corporate Sustainability. Understanding and Seizing the Strategic Opportunity,4.6,"[' Leadership and Management, Organizational Development, Strategy, Strategy and Operations, Business Transformation, Critical Thinking, Business Process Management, Change Management, Employee Relations, Innovation']",Mixed , Course , 1 - 3 Months
Fundraising and Development,4.6,"[' Planning, Strategy, Communication, Marketing, Leadership and Management, Organizational Development, Prospecting and Qualification, Strategy and Operations, Decision Making, People Development, Business Development, Taxes, Writing']",Beginner , Specialization , 3 - 6 Months
Oil & Gas Industry Operations and Markets,4.8,[],Mixed , Course , 1 - 4 Weeks
Fundamentals of GIS,4.8,"[' ArcGIS, Data Visualization, GIS Software, Data Visualization Software, Databases, Geovisualization']",Beginner , Course , 1 - 4 Weeks
Teach English Now! Lesson Design and Assessment,4.9,[],Mixed , Course , 1 - 3 Months
Computational Social Science,4.6,"[' Big Data, Computational Thinking, Data Analysis, Machine Learning, Human Learning, Network Analysis, Machine Learning Algorithms, Social Media, Data Management, Natural Language Processing, Algorithms, Behavioral Economics, Exploratory Data Analysis, Network Architecture, Network Model, Probability & Statistics, Theoretical Computer Science, Applied Machine Learning, Computer Networking, Computer Programming, Data Model, Machine Learning Software, Statistical Machine Learning, General Statistics, Graph Theory']",Beginner , Specialization , 3 - 6 Months
Introduction to Financial Engineering and Risk Management,4.6,"[' Finance, Mathematics, Probability & Statistics, Risk Management, Securities Sales, Securities Trading']",Intermediate , Course , 1 - 3 Months
Bioinformatics,4.3,"[' Bioinformatics, Algorithms, Computer Programming, Probability & Statistics, Computational Thinking, Computational Logic, Python Programming, Theoretical Computer Science, Critical Thinking, Graph Theory, Statistical Programming']",Beginner , Specialization , 3 - 6 Months
The Science of Well-Being for Teens,4.9,[],Beginner , Course , 1 - 3 Months
Natural Language Processing with Sequence Models,4.5,"[' Artificial Neural Networks, Deep Learning, Machine Learning, Natural Language Processing, Statistical Programming, Python Programming']",Intermediate , Course , 1 - 4 Weeks
Aprender,4.9,"[' Human Learning, Planning']",Mixed , Course , 1 - 4 Weeks
Circular Economy - Sustainable Materials Management,4.8,"[' Business Design, Business Transformation, Product Design, Product Strategy, Strategy, Research and Design']",Beginner , Course , 1 - 3 Months
Suicide Prevention,4.6,[' Epidemiology'],Beginner , Course , 1 - 4 Weeks
Google IT Support (Deutsch),4.7,"[' Computer Networking, Network Architecture, Network Model, Networking Hardware, Network Security, System Security, Operating Systems, Security Engineering, Theoretical Computer Science, Software Security, Communication, Computer Architecture, Strategy and Operations, Cloud Computing, Linux']",Beginner , Professional Certificate , 3 - 6 Months
Claves de la DirecciÃ³n de Empresas,4.8,"[' Business Analysis, Leadership and Management, Strategy, Accounting, Communication, Finance, Data Analysis, Operational Analysis, Strategy and Operations, Calculus, Process Analysis, Business Psychology, Financial Accounting, Financial Analysis, Accounts Payable and Receivable, Business Intelligence, Culture, Human Resources, Market Analysis, Marketing, Media Strategy & Planning, Benefits, Collaboration, Influencing, Marketing Psychology, Persona Research, Entrepreneurial Finance, General Accounting, Generally Accepted Accounting Principles (GAAP), Problem Solving']",Beginner , Specialization , 3 - 6 Months
Fundamentos de la ciberseguridad,4.9,"[' Python Programming, SQL']",Beginner , Course , 1 - 4 Weeks
Data Science Math Skills,4.5,"[' Data Analysis, General Statistics, Probability & Statistics, Problem Solving, Statistical Analysis, Algebra, Calculus, Linear Algebra']",Beginner , Course , 1 - 3 Months
Diversity and Inclusion in Education,4.8,[' Leadership and Management'],Intermediate , Course , 1 - 4 Weeks
Regression Analysis: Simplify Complex Data Relationships,4.7,"[' Python Programming, Regression, Statistical Analysis']",Advanced , Course , 1 - 3 Months
Dino 101: Dinosaur Paleobiology,4.9,[],Beginner , Course , 1 - 3 Months
Computational Neuroscience,4.6,"[' Mathematics, Computer Programming, Mathematical Theory & Analysis, Probability & Statistics, Python Programming, Computational Logic, Data Analysis, Computational Thinking, Linear Algebra, Machine Learning, Human Learning']",Beginner , Course , 1 - 3 Months
Competitive Strategy and Organization Design,4.7,"[' Strategy, Strategy and Operations, Leadership and Management, Marketing, Business Development, Business Design, Entrepreneurship, Human Resources, Organizational Development, Sales, Market Analysis, Product Strategy, Decision Making, Finance, Game Theory, Human Resources Operations, Innovation, Research and Design, Design and Product, Mergers & Acquisitions, Planning']",Intermediate , Specialization , 3 - 6 Months
Using Python to Access Web Data,4.8,"[' Computer Programming, Computer Programming Tools, Programming Principles, Python Programming, Data Structures, Web Development, Web Development Tools, Computer Networking, Data Analysis Software, HTML and CSS']",Beginner , Course , 1 - 3 Months
"Innovation Through Design: Think, Make, Break, Repeat",4.7,"[' Creativity, Critical Thinking, Design and Product, Innovation, Interactive Design, Problem Solving, Product Design, Research and Design, User Experience, User Experience Design']",Beginner , Course , 1 - 3 Months
International Law in Action: the Arbitration of International Disputes,4.8,[],Mixed , Course , 1 - 3 Months
Pre-MBA Quantitative Skills,4.6,"[' Accounting, Business Analysis, Data Analysis, Finance, Financial Analysis, Financial Management, Financial Accounting, Investment Management, Budget Management']",Beginner , Specialization , 3 - 6 Months
Advanced React,4.6,"[' Web Development, Front-End Web Development, Javascript, React (web framework), Web Design']",Intermediate , Course , 1 - 4 Weeks
Economics of Money and Banking,4.9,"[' Banking, Finance']",Mixed , Course , 3 - 6 Months
Instructional Methods in Health Professions Education,4.7,[],Intermediate , Course , 1 - 3 Months
The Fundamentals of Personal Finance,4.6,"[' Finance, Leadership and Management, Planning, Risk Management, Financial Management, Cash Management, Accounting, Taxes']",Beginner , Specialization , 3 - 6 Months
Business Model Innovation,4.8,"[' Business Design, Entrepreneurship, Strategy, Strategy and Operations, Innovation, Leadership and Management, Marketing, Business Analysis, Research and Design, Sales']",Mixed , Course , 1 - 3 Months
AI Engineering,4.7,[' Computer Programming'],Intermediate , Specialization , 1 - 3 Months
Teach English Now! Capstone Project 2,4.9,[],Beginner , Course , 1 - 3 Months
Fundamentals of Reinforcement Learning,4.8,"[' Machine Learning, Reinforcement Learning, Machine Learning Algorithms, Python Programming, Statistical Programming, Computer Programming, Decision Making']",Intermediate , Course , 1 - 3 Months
Accounting: Principles of Financial Accounting,4.8,"[' Accounting, Financial Accounting, Finance']",Beginner , Course , 1 - 4 Weeks
Introduction to Machine Learning,4.7,"[' Artificial Neural Networks, Machine Learning, Natural Language Processing, Python Programming, Regression']",Intermediate , Course , 1 - 3 Months
Evaluations of AI Applications in Healthcare,4.5,[],Beginner , Course , 1 - 3 Months
"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",4.8,"[' Algorithms, Theoretical Computer Science, Computational Thinking, Computer Programming, Critical Thinking, Mathematics, Problem Solving, Computational Logic, Mathematical Theory & Analysis, Programming Principles']",Intermediate , Course , 1 - 4 Weeks
"Hotel Management: Distribution, Revenue and Demand Management",4.6,"[' Business Analysis, Leadership and Management, Strategy and Operations, Market Analysis, Marketing, Strategy, Business Process Management, Forecasting, Media Strategy & Planning, Operations Management, Performance Management']",Beginner , Specialization , 3 - 6 Months
Medical Billing and Coding Essentials,4.7,[' Critical Thinking'],Beginner , Course , 1 - 4 Weeks
Introduction to Business,4.7,"[' Marketing, Strategy and Operations, Accounting, Digital Marketing, Entrepreneurship, Finance, Financial Management, Leadership and Management, Financial Accounting, Financial Analysis, General Accounting, People Management, Planning, Sales, Strategy, Supply Chain and Logistics, Social Media, Storytelling']",Beginner , Specialization , 1 - 3 Months
FinTech: Finance Industry Transformation and Regulation,4.7,"[' FinTech, Finance, Risk Management, Banking, Leadership and Management, Innovation, Regulations and Compliance, BlockChain, E-Commerce, Financial Analysis, Business Process Management, Data Analysis, Payments, Business Development, Computer Security Incident Management, Financial Accounting, Human Factors (Security)']",Beginner , Specialization , 3 - 6 Months
Introduction to Genetics and Evolution,4.8,[],Mixed , Course , 1 - 3 Months
Fundamentals of Immunology,4.7,[],Intermediate , Specialization , 3 - 6 Months
Linear Circuits 1: DC Analysis,4.5,[],Mixed , Course , 1 - 3 Months
Suporte em TI do Google,4.9,"[' Computer Networking, Network Security, Communication, Computer Architecture, Customer Support, Network Architecture, Operating Systems, Networking Hardware, Security Engineering, Network Model, Cloud Computing, Software As A Service, System Security, Theoretical Computer Science, Network Analysis, Software Security, Cryptography, Security Software, Human Computer Interaction, Leadership and Management, Computer Security Incident Management, Transportation Operations Management, Linux, Problem Solving']",Beginner , Professional Certificate , 3 - 6 Months
Google Data Analytics (DE),4.5,"[' Design and Product, Data Analysis, Software Engineering, Microsoft Excel, Business Analysis, Computer Programming, SQL']",Beginner , Professional Certificate , 3 - 6 Months
Teach English Now! Capstone Project 1,4.9,[' Planning'],Mixed , Course , 1 - 3 Months
Microsoft Azure Developer Associate (AZ-204),4.5,"[' Microsoft Azure, Cloud Computing, Cloud Applications, Cloud Management, Cloud Platforms, Cloud Storage, Cloud Engineering, Cloud-Based Integration, Application Development, Computer Programming, Software Security, Web Development, Data Management, DevOps, System Security, Databases, Software Engineering, Computer Networking, Store Management, Network Architecture, Network Security, Linux, Communication']",Intermediate , Professional Certificate , 3 - 6 Months
Making Architecture,4.8,[' Creativity'],Beginner , Course , 1 - 4 Weeks
Responsible AI: Applying AI Principles with Google Cloud,4.8,[],Beginner , Course , 1 - 3 Months
3D CAD Fundamental,4.7,[],Beginner , Course , 1 - 3 Months
Social Media Marketing in Practice,4.5,"[' Marketing, Communication, Digital Marketing, Social Media, Strategy, Media Strategy & Planning, Brand Management, Advertising, Strategy and Operations, Leadership and Management, Influencing, Marketing Management, Problem Solving']",Beginner , Specialization , 3 - 6 Months
International Leadership and Organizational Behavior,4.8,"[' Leadership and Management, Business Psychology, Culture, Human Resources, Communication, Entrepreneurship, Leadership Development, Organizational Development, Conflict Management']",Mixed , Course , 1 - 3 Months
Semiconductor Packaging,4.6,[],Beginner , Specialization , 3 - 6 Months
Introduction to Git and GitHub,4.8,"[' Collaboration, Computer Programming, Python Programming']",Beginner , Course , 1 - 4 Weeks
Organizational Change and Culture for Adopting Google Cloud,4.7,"[' Leadership and Management, Strategy and Operations, Cloud Computing, Business Transformation, Collaboration, DevOps, Communication, Innovation, Product Development, Strategy, Design and Product, Change Management, Business Analysis, Business Intelligence, Customer Analysis, Data Analysis, Entrepreneurship, Google Cloud Platform, Product Management, Cloud Platforms, Continuous Delivery, Culture, Google App Engine']",Beginner , Specialization , 3 - 6 Months
English for Journalism,4.8,[' Journalism'],Mixed , Course , 1 - 3 Months
Drug Hunting: The Science of Making New Medicines,,[],Intermediate , Specialization , 3 - 6 Months
Essentials in Clinical Simulations Across the Health Professions,4.8,[' Training'],Intermediate , Course , 1 - 3 Months
U.S. Federal Taxation,4.8,"[' Taxes, Accounting, Financial Accounting, Finance, Critical Thinking, General Accounting, Regulations and Compliance, Financial Analysis, Corporate Accouting, Generally Accepted Accounting Principles (GAAP), Problem Solving, Benefits']",Intermediate , Specialization , 3 - 6 Months
Python and Statistics for Financial Analysis,4.4,"[' Basic Descriptive Statistics, Computer Programming, Data Analysis, Finance, Financial Analysis, Probability & Statistics, Python Programming, Statistical Analysis, Data Analysis Software, General Statistics, Probability Distribution, Data Visualization']",Intermediate , Course , 1 - 4 Weeks
Machine Learning,4.6,"[' Machine Learning, Algorithms, Machine Learning Algorithms, Human Learning, Applied Machine Learning, Statistical Machine Learning, Python Programming, Probability & Statistics, Regression, Data Analysis, Machine Learning Software, Mathematics, Exploratory Data Analysis, Computer Programming, Decision Making, Probability Distribution']",Intermediate , Specialization , 3 - 6 Months
Miracles of Human Language: An Introduction to Linguistics,4.7,[],Beginner , Course , 1 - 3 Months
Executive Data Science,4.5,"[' Data Analysis, Exploratory Data Analysis, Probability & Statistics, Data Management, Critical Thinking, General Statistics, Leadership and Management, Data Model, Decision Making, Experiment, Statistical Analysis, Data Analysis Software, Machine Learning, Problem Solving, Correlation And Dependence, Machine Learning Algorithms, Strategy and Operations, Human Resources, Talent Management, Communication, Human Learning, Organizational Development, People Management']",Beginner , Specialization , 1 - 3 Months
ESG and Climate Change,4.8,"[' Regulations and Compliance, Risk Management, Supply Chain and Logistics, Business Analysis, Innovation, Leadership and Management, Resilience, Supplier Relationship Management']",Mixed , Course , 1 - 4 Weeks
International Business Essentials,4.6,"[' Mathematical Theory & Analysis, Leadership and Management, Linear Algebra, Probability & Statistics, Statistical Analysis, Algebra, Basic Descriptive Statistics, General Statistics, Mathematics, Organizational Development, Strategy, Critical Thinking, Decision Making, Problem Solving, Statistical Tests, Communication, Calculus, Data Analysis, Strategy and Operations, Business Development, Business Process Management, Probability Distribution, Business Communication, Business Psychology, Collaboration, Conflict Management, Leadership Development, Operations Management, People Management, Performance Management, Professional Development, Correlation And Dependence, Marketing, Product Management, Product Strategy, Sales, Differential Equations, Market Analysis, Change Management, Planning']",Intermediate , Specialization , 3 - 6 Months
Sales Training for High Performing Teams,4.7,"[' Sales, Strategy, Customer Relationship Management, Marketing, Communication, Leadership and Management, B2B Sales, Inside Sales, Prospecting and Qualification, Sales Systems, People Analysis, Negotiation, Decision Making, Business Analysis']",Beginner , Specialization , 1 - 3 Months
Fundamentals of Social Media Advertising,4.8,"[' Advertising, Communication, Digital Marketing, Marketing, Sales, Marketing Design, Research and Design, Social Media, Brand Management']",Beginner , Course , 1 - 3 Months
Digital Signal Processing,4.5,"[' Mathematics, Mathematical Theory & Analysis, Algebra, Linear Algebra, Plot (Graphics), Algorithms, Applied Mathematics, Critical Thinking, Calculus']",Intermediate , Specialization , 3 - 6 Months
Finance of Mergers and Acquisitions: Valuation and Pricing,4.7,"[' Accounting, Business Analysis, Data Analysis, Financial Analysis, Mergers & Acquisitions, Finance']",Intermediate , Course , 1 - 3 Months
Liabilities and Equity in Accounting,4.3,"[' Accounting, Financial Accounting, General Accounting, Finance, Financial Management, Taxes']",Beginner , Course , 1 - 4 Weeks
"FinTech: Foundations, Payments, and Regulations",4.6,"[' FinTech, Finance, Behavioral Economics, BlockChain, Financial Analysis, Financial Management, Market Research, Payments, Risk Management, Cash Management']",Beginner , Course , 1 - 4 Weeks
"Introduction to Financial Analysis - The ""Why?""",4.7,"[' Accounting, Finance, Financial Accounting, General Accounting, Leadership and Management, Accounts Payable and Receivable, Financial Analysis, Cost Accounting, Generally Accepted Accounting Principles (GAAP), Risk Management']",Beginner , Course , 1 - 4 Weeks
A Law Student's Toolkit,4.7,[' Writing'],Mixed , Course , 1 - 3 Months
Mathematics for Engineers,4.8,"[' Mathematics, Calculus, Linear Algebra, Mathematical Theory & Analysis, Algebra, Differential Equations, Critical Thinking, Problem Solving, Computer Programming, Applied Mathematics, Computational Thinking, Matlab, Data Analysis, Continuous Integration, Geometry, Machine Learning Software, Operational Analysis, Data Science']",Beginner , Specialization , 3 - 6 Months
Home-Based Child Care,4.7,"[' Communication, Creativity']",Beginner , Specialization , 3 - 6 Months
Desarrollador front-end de Meta,4.6,[],Beginner , Professional Certificate , 3 - 6 Months
Introduction to Thermodynamics: Transferring Energy from Here to There,4.8,[],Beginner , Course , 1 - 3 Months
Marketing digital e e-commerce do Google,4.9,"[' E-Commerce, Marketing, Search Engine Optimization']",Beginner , Professional Certificate , 3 - 6 Months
Politics and Economics of International Energy,4.7,[],Beginner , Course , 1 - 3 Months
HTML and CSS in depth,4.7,"[' Front-End Web Development, HTML and CSS, Javascript, React (web framework), Web Design, Web Development']",Beginner , Course , 1 - 4 Weeks
Aspectos bÃ¡sicos del diseÃ±o de la experiencia del usuario,4.8,"[' Research and Design, User Experience, User Experience Design, Leadership and Management, Persona Research, Collaboration, Communication, Graphic Design, User Research, Visual Design']",Beginner , Course , 1 - 4 Weeks
American Contract Law I,4.9,[' Leadership and Management'],Beginner , Course , 1 - 3 Months
"Introduction to Web Development with HTML, CSS, JavaScript",4.6,"[' Web Development, Cloud Applications, Javascript']",Beginner , Course , 1 - 3 Months
Product Management: An Introduction,4.6,"[' Leadership and Management, Product Lifecycle, Product Management']",Beginner , Course , 1 - 3 Months
Fundamentals of Flight mechanics,4.7,[' Mathematical Theory & Analysis'],Beginner , Specialization , 3 - 6 Months
Applied Data Science Capstone,4.7,"[' Python Programming, Data Analysis, Machine Learning, Algorithms, Computer Programming, Data Science, Exploratory Data Analysis']",Intermediate , Course , 1 - 3 Months
Introduction to Operations Management,4.4,"[' Leadership and Management, Operations Management']",Beginner , Course , 1 - 4 Weeks
A Crash Course in Causality:  Inferring Causal Effects from Observational Data,4.7,"[' General Statistics, Probability & Statistics, Statistical Tests, Data Analysis, Statistical Analysis, Correlation And Dependence, Critical Thinking, Estimation, Regression, Statistical Programming']",Intermediate , Course , 1 - 3 Months
Fundamentals of Music Theory,4.5,[],Beginner , Course , 1 - 3 Months
Culture-Driven Team Building,4.6,"[' Leadership and Management, Collaboration, Communication, Business Psychology, Emotional Intelligence, Entrepreneurship, Culture, People Management, Strategy and Operations, Professional Development, Conflict Management, Organizational Development, Human Learning']",Beginner , Specialization , 3 - 6 Months
Excel for Beginners: Introduction to Spreadsheets,4.6,[' Microsoft Excel'],Beginner , Guided Project , Less Than 2 Hours
Biology Meets Programming: Bioinformatics for Beginners,4.2,"[' Bioinformatics, Computational Thinking, Problem Solving, Biostatistics, Computational Logic, Critical Thinking']",Beginner , Course , 1 - 4 Weeks
Visualizing the Living Body: Diagnostic Imaging,4.8,[],Intermediate , Course , 1 - 3 Months
Supply Chain Excellence,4.7,"[' Supply Chain Systems, Supply Chain and Logistics, Data Analysis, Planning, Business Analysis, Inventory Management, Operations Management, Strategy and Operations, Estimation, Forecasting, Leadership and Management, Microsoft Excel, Operational Analysis, Probability & Statistics, Spreadsheet Software, Statistical Analysis, Operations Research, Performance Management, Product Management, Project Management, Finance, Procurement']",Advanced , Specialization , 3 - 6 Months
Informationâ âSystems,4.8,"[' Business Process Management, Leadership and Management, Strategy and Operations, Business Transformation, Project Management, Business Analysis, Business Development, Planning, Process Analysis, Software As A Service, Communication, Organizational Development, Risk Management, Agile Software Development, Change Management, Cloud Computing, Investment Management, Operations Management, Other Mobile Programming Languages, Strategy, Systems Design, Computer Programming Tools, Design and Product, Human Computer Interaction, Mobile Development Tools, Security Engineering, Supply Chain and Logistics, BlockChain, Cloud Infrastructure, Cloud Storage, Machine Learning Algorithms']",Beginner , Specialization , 3 - 6 Months
"Organizational Leadership in Diversity, Equity & Inclusion",4.8,"[' Communication, Business Psychology, Employee Relations, Human Resources, Human Resources Operations, Leadership and Management, Culture, Entrepreneurship, Organizational Development, Business Analysis, Collaboration, People Development, Talent Management, Planning']",Intermediate , Specialization , 3 - 6 Months
Solar Energy Basics,4.8,[],Beginner , Course , 1 - 3 Months
Microsoft PL-300 Exam Preparation and Practice,4.6,[' Data Analysis'],Beginner , Course , 1 - 3 Months
Principles of UX/UI Design,4.7,"[' User Experience, Front-End Web Development, Human Computer Interaction, Interactive Design, Product Design, Web Design']",Beginner , Course , 1 - 3 Months
What is Compliance?,4.8,"[' Critical Thinking, Leadership and Management, Organizational Development, Regulations and Compliance, Risk Management, Strategy and Operations, Decision Making, Finance, Problem Solving, Strategy, Brand Management']",Mixed , Course , 1 - 4 Weeks
Object Oriented Java Programming: Data Structures and Beyond,4.7,"[' Computer Programming, Java Programming, Data Structures, Algorithms, Problem Solving, Programming Principles, Critical Thinking, Software Engineering, Computational Thinking, Communication, Computer Programming Tools, Data Analysis, Theoretical Computer Science, Computational Logic, Computer Graphics, Visualization (Computer Graphics), Recruitment, Training, People Analysis']",Intermediate , Specialization , 3 - 6 Months
Leading Healthcare Quality and Safety,4.8,[' Leadership and Management'],Beginner , Course , 1 - 3 Months
Introduction to Cybersecurity Tools & Cyberattacks,4.6,"[' Cryptography, Security Software, Cyberattacks, Leadership and Management']",Beginner , Course , 1 - 4 Weeks
Introduction to Cosmetic and Skincare Science,4.6,[],Beginner , Course , 1 - 3 Months
Reporting extra-financier et stratÃ©gie RSE,4.6,"[' Strategy, Audit, Strategy and Operations, Change Management, Communication, Finance, Leadership and Management, Regulations and Compliance']",Beginner , Course , 1 - 4 Weeks
Compensation and Benefits,4.7,"[' Benefits, Compensation']",Beginner , Course , 1 - 4 Weeks
Medical Terminology I,4.9,[],Beginner , Course , 1 - 3 Months
Healthcare Management and Finance,4.1,"[' Accounting, Financial Accounting, Financial Analysis, Financial Management']",Beginner , Specialization , 1 - 3 Months
Digital Marketing Strategy and Planning,4.6,"[' Digital Marketing, Marketing, Strategy, Strategy and Operations, Communication, Media Strategy & Planning, Customer Relationship Management, Leadership and Management, Market Analysis, Planning, Search Engine Optimization, Social Media']",Beginner , Specialization , 1 - 3 Months
ADHD: Everyday Strategies for Elementary Students,4.7,[' Strategy'],Beginner , Course , 1 - 4 Weeks
Introduction to Data Engineering,4.7,"[' Data Engineering, Data Management, Extract, Transform, Load, Databases, Network Security, Big Data, Data Warehousing, Leadership and Management, SQL, Data Science, NoSQL']",Beginner , Course , 1 - 4 Weeks
Advertising with Meta,4.8,"[' Advertising, Digital Marketing, Marketing, Media Strategy & Planning, Social Media, Marketing Management']",Beginner , Course , 1 - 3 Months
Computational Thinking for Problem Solving,4.7,"[' Computational Thinking, Computer Programming, Problem Solving, Algorithms, Computational Logic, Critical Thinking, Programming Principles, Python Programming, Theoretical Computer Science, Process Analysis']",Beginner , Course , 1 - 4 Weeks
The Language of Design: Form and Meaning,4.6,"[' Critical Thinking, Graphic Design, Visual Design, Creativity, Interactive Design, Visualization (Computer Graphics)']",Beginner , Course , 1 - 3 Months
Entrepreneurship Strategy: From Ideation to Exit,4.7,"[' Entrepreneurship, Leadership and Management, Strategy and Operations, Business Development, Strategy, Entrepreneurial Finance, Leadership Development, Marketing, Organizational Development, People Management, Sales']",Beginner , Course , 1 - 4 Weeks
Financial Accounting Fundamentals,4.8,"[' Account Management, Accounting, Accounts Payable and Receivable, Finance, Financial Accounting, Financial Analysis, General Accounting, Generally Accepted Accounting Principles (GAAP), Cash Management, Cost Accounting']",Beginner , Course , 1 - 3 Months
Version Control with Git,4.7,"[' Agile Software Development, Collaboration, Computer Programming Tools, DevOps, Devops Tools, Software Engineering, Software Engineering Tools, Application Development, Project Management, Back-End Web Development']",Mixed , Course , 1 - 4 Weeks
Chinese for Beginners,4.8,[' Communication'],Mixed , Course , 1 - 3 Months
Design of Experiments,4.7,"[' Probability & Statistics, Experiment, Statistical Analysis, General Statistics, Statistical Tests, Data Analysis, Research and Design, Regression, Basic Descriptive Statistics, Data Analysis Software, Probability Distribution']",Beginner , Specialization , 3 - 6 Months
Health Behavior Change: From Evidence to Action,4.8,[],Beginner , Course , 1 - 3 Months
Uncommon Sense Teaching,4.9,"[' Human Learning, Planning, Entrepreneurship']",Beginner , Specialization , 1 - 3 Months
Creative Designing in Power BI,4.4,"[' Data Analysis, Data Visualization, Power BI']",Beginner , Course , 1 - 4 Weeks
"Teach English Now! Second Language Reading, Writing, and Grammar",4.9,"[' Writing, Planning']",Beginner , Course , 1 - 3 Months
Introduction to Project Management,4.8,"[' Leadership and Management, Project Management']",Beginner , Course , 1 - 3 Months
An Introduction to Accessibility and Inclusive Design,4.7,"[' Research and Design, Human Computer Interaction, Visual Design']",Beginner , Course , 1 - 3 Months
Leading: Human Resource Management and Leadership,4.8,"[' Leadership and Management, Human Resources, Strategy and Operations, Strategy, Entrepreneurship, Business Psychology, Organizational Development, People Management, Correlation And Dependence, Marketing, Business Process Management, Communication, Culture, Employee Relations, Exploratory Data Analysis, Leadership Development, People Development, Decision Making, Research and Design, Adaptability, Brand Management, Human Learning, Human Resources Operations, Conflict Management, Collaboration']",Intermediate , Specialization , 3 - 6 Months
Introduction to DevOps,4.8,"[' DevOps, Continuous Delivery, Continuous Integration, Agile Software Development, Software Engineering']",Beginner , Course , 1 - 3 Months
Introduction to Microsoft Azure Cloud Services,4.6,"[' Cloud Applications, Cloud Computing, Cloud Infrastructure, Microsoft Azure, Cloud Management, Cloud Platforms, Cloud Standards, Cloud-Based Integration, Software As A Service, Big Data, Cloud Storage, Databases']",Beginner , Course , 1 - 4 Weeks
Financial Statement Analysis,4.6,"[' Accounting, Business Analysis, Data Analysis, Financial Accounting, Financial Analysis, Cash Management, General Accounting, Finance']",Beginner , Course , 1 - 4 Weeks
Battery Technologies,4.7,[],Beginner , Specialization , 3 - 6 Months
Doing more with Google Sheets,4.6,"[' Business Analysis, Spreadsheet Software, Data Analysis, Data Visualization, Leadership and Management']",Beginner , Course , 1 - 3 Months
Deploy and Maintain Power BI Assets and Capstone project,4.4,"[' Data Analysis, Data Management, Power BI, SQL']",Beginner , Course , 1 - 3 Months
Big Data,4.5,"[' Data Analysis, Big Data, Data Management, Databases, Data Model, Exploratory Data Analysis, Machine Learning, Data Analysis Software, Data Structures, SQL, Data Mining, Distributed Computing Architecture, Apache, Database Design, Extract, Transform, Load, Graph Theory, Probability & Statistics, Statistical Programming, Mathematics, Machine Learning Algorithms, Process Analysis, Leadership and Management, System Software, Cloud Computing, Database Theory, PostgreSQL, Python Programming, Statistical Visualization, Algorithms, Human Learning']",Beginner , Specialization , 3 - 6 Months
Value Chain Management,4.7,"[' Leadership and Management, Accounting, Management Accounting, Account Management, Cost Accounting, Decision Making, Financial Accounting, Financial Analysis, Marketing Management, Marketing, Media Strategy & Planning, Financial Management, Strategy, General Accounting, Brand Management, Market Research, Planning, Budget Management, Communication, Market Analysis, Design and Product, Advertising Sales, Business Research, Probability & Statistics, Operations Management']",Intermediate , Specialization , 3 - 6 Months
Data Literacy: Exploring and Visualizing Data,4.7,"[' Data Analysis, Data Management, Data Visualization, Data Visualization Software, Interactive Data Visualization, SAS (Software), Statistical Visualization, Business Analysis, Data Analysis Software, Exploratory Data Analysis, Statistical Analysis, Statistical Programming']",Beginner , Specialization , 1 - 3 Months
The Nuts and Bolts of Machine Learning,4.8,"[' Machine Learning, Python Programming']",Advanced , Course , 1 - 3 Months
Introduction to English Common Law,4.8,[],Beginner , Course , 1 - 3 Months
Spacecraft Dynamics and Control,4.8,"[' Mathematics, Linear Algebra, Differential Equations, Angular, Mathematical Theory & Analysis, Algebra, Calculus, Geometry, Matlab, Problem Solving, Algorithms, Computer Programming, Spatial Analysis']",Advanced , Specialization , 3 - 6 Months
